fuel_flow,t_source,eta_sys,t_sink,cop_hp,status,is_valid
0.0004641588833612782,6.767676767676768,2.214633150717845,40.78392767280083,6.098777169059484,valid,True
0.0004641588833612782,8.18181818181818,2.2550976095558135,41.53388692369407,6.233658698519379,valid,True
0.0004641588833612782,9.595959595959599,2.2995536840348416,42.24496141148374,6.381845613449473,valid,True
0.0004641588833612782,11.01010101010101,2.3442479148302366,42.98294723076479,6.530826382767455,valid,True
0.0004641588833612782,12.424242424242422,2.390552846844374,43.72553682877697,6.685176156147915,valid,True
0.0004641588833612782,13.838383838383841,2.434494263707741,44.53099773631445,6.83164754569247,valid,True
0.0004641588833612782,15.252525252525253,2.4807847259480162,45.32807103061997,6.985949086493388,valid,True
0.0004641588833612782,16.666666666666664,2.5273562027667222,46.1464976573086,7.1411873425557415,valid,True
0.0004641588833612782,18.080808080808083,2.578696147164271,46.928412759981924,7.31232049054757,valid,True
0.0004641588833612782,19.494949494949495,2.628889236103154,47.751307149559665,7.479630787010514,valid,True
0.0004641588833612782,20.909090909090907,2.6805102875400286,48.581785854045236,7.651700958466762,valid,True
0.0004641588833612782,22.323232323232325,2.7272945060776714,49.489421958841305,7.8076483535922385,valid,True
0.0004641588833612782,23.737373737373737,2.7779798580677046,50.37341549334202,7.9765995268923495,valid,True
0.0004641588833612782,25.15151515151515,2.834380344141187,51.219310097998964,8.16460114713729,valid,True
0.0004641588833612782,26.565656565656568,2.8884528201571458,52.11117374130812,8.344842733857153,valid,True
0.0004641588833612782,27.97979797979798,2.9428061699389465,53.02025252261805,8.526020566463155,valid,True
0.0005857020818056661,-30.0,1.3537888101329485,30.643712517846907,3.229296033776495,valid,True
0.0005857020818056661,-28.585858585858585,1.372354526180263,31.0317184730146,3.291181753934209,valid,True
0.0005857020818056661,-27.171717171717173,1.3914107239911948,31.430568408454445,3.3547024133039827,valid,True
0.0005857020818056661,-25.757575757575758,1.4109673402137597,31.840492617913903,3.419891134045865,valid,True
0.0005857020818056661,-24.343434343434343,1.4301121843744296,32.31091678848939,3.483707281248098,valid,True
0.0005857020818056661,-22.929292929292927,1.4507963512880966,32.736776591635895,3.552654504293655,valid,True
0.0005857020818056661,-21.515151515151516,1.4720088949014796,33.174852950613385,3.6233629830049314,valid,True
0.0005857020818056661,-20.1010101010101,1.493757990192138,33.62536953161734,3.695859967307127,valid,True
0.0005857020818056661,-18.686868686868685,1.5160515389289724,34.08853476586275,3.7701717964299073,valid,True
0.0005857020818056661,-17.272727272727273,1.538897176855239,34.56453990639756,3.8463239228507966,valid,True
0.0005857020818056661,-15.858585858585858,1.562302287381441,35.053557205510074,3.9243409579381363,valid,True
0.0005857020818056661,-14.444444444444445,1.5862740208064783,35.555738292318885,4.004246736021594,valid,True
0.0005857020818056661,-13.030303030303031,1.6098035800907806,36.110802958033766,4.082678600302601,valid,True
0.0005857020818056661,-11.616161616161616,1.6351502269231049,36.629842210094196,4.167167423077016,valid,True
0.0005857020818056661,-10.2020202020202,1.661063538126091,37.163805127551996,4.253545127086969,valid,True
0.0005857020818056661,-8.787878787878789,1.6875462662851966,37.71275377234619,4.341820887617322,valid,True
